|  Performance Summary Over and Ensemble of Subsets  |
|               Key               |      Value       |
|---------------------------------+------------------+
|                    System Title |               NA |
|                     Decision ID |       Occurrence |
|                       TotTrials |            35843 |
|      IncludeBlocksWithNoTargets |                0 |
|                 TrialsPerSecond |                1 |
|                          TotDur |       35842.9925 |
|                            BETA |            999.9 |
|                           Value |                1 |
|                           Ptarg |           0.0001 |
|                            Cost |           0.1000 |


                      |        MetaData         |                                Occurrence                                 |
                      |          Text           |  #Targ  |  #Corr  |   #FA   |  #Miss  |    TWV     |    PFA    |  PMISS   |
         KW202-00015  |                   eliza |       1 |       0 |     150 |       1 |    -4.1846 |   0.00419 |    1.000 |
         KW202-00016  |               tuongezee |       1 |       1 |      29 |       0 |     0.1910 |   0.00081 |    0.000 |
         KW202-00017  |    as a that ngoja that |         |         |         |         |            |           |          |
         KW202-00018  |             not show up |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00019  |            x wanasemaje |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00020  |                  shosho |       2 |       2 |      83 |       0 |    -1.3156 |   0.00232 |    0.000 |
         KW202-00021  |              aliteremka |       2 |       2 |      21 |       0 |     0.4141 |   0.00059 |    0.000 |
         KW202-00022  |                 rachael |       1 |       0 |      64 |       1 |    -1.7854 |   0.00179 |    1.000 |
         KW202-00023  |              inaniambia |       1 |       1 |      44 |       0 |    -0.2275 |   0.00123 |    0.000 |
         KW202-00024  |       ulimcall akashika |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00025  |                umetumia |         |         |         |         |            |           |          |
         KW202-00026  |                  umeona |       4 |       4 |     213 |       0 |    -4.9427 |   0.00594 |    0.000 |
         KW202-00027  |        henry unakuwanga |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00028  |               tusaidiwe |       1 |       0 |       2 |       1 |    -0.0558 |   0.00006 |    1.000 |
         KW202-00029  |                 tumboga |       1 |       1 |      50 |       0 |    -0.3949 |   0.00140 |    0.000 |
         KW202-00030  |              atamtendea |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00031  |                   tabia |      11 |      10 |      90 |       1 |    -1.6024 |   0.00251 |    0.091 |
         KW202-00032  |                sitarudi |       1 |       1 |      50 |       0 |    -0.3949 |   0.00140 |    0.000 |
         KW202-00033  |              amenipigia |       6 |       5 |      52 |       1 |    -0.6175 |   0.00145 |    0.167 |
         KW202-00034  |                 ilipita |       1 |       1 |      55 |       0 |    -0.5344 |   0.00153 |    0.000 |
         KW202-00035  |        pack hawakukupea |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00036  |                   aunty |      11 |       9 |     231 |       2 |    -5.6279 |   0.00645 |    0.182 |
         KW202-00037  |                 mnapata |       1 |       1 |     133 |       0 |    -2.7104 |   0.00371 |    0.000 |
         KW202-00038  |              umefikisha |       1 |       1 |      24 |       0 |     0.3305 |   0.00067 |    0.000 |
         KW202-00039  |                naivasha |       1 |       1 |      50 |       0 |    -0.3949 |   0.00140 |    0.000 |
         KW202-00040  |             eager kukam |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00041  |                 haukula |       1 |       0 |      22 |       1 |    -0.6137 |   0.00061 |    1.000 |
         KW202-00042  |                  pastor |       1 |       1 |     130 |       0 |    -2.6267 |   0.00363 |    0.000 |
         KW202-00043  |               kunigonga |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00044  |          hataki kusikia |       2 |       2 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00045  |                  eunice |       1 |       1 |     111 |       0 |    -2.0966 |   0.00310 |    0.000 |
         KW202-00046  |              ulipe rent |       1 |       0 |      32 |       1 |    -0.8927 |   0.00089 |    1.000 |
         KW202-00047  |                  rohoni |       1 |       1 |      26 |       0 |     0.2747 |   0.00073 |    0.000 |
         KW202-00048  |       kosa kuleta faida |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00049  |         tutaonana jioni |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00050  |                 wakenya |       2 |       2 |     132 |       0 |    -2.6826 |   0.00368 |    0.000 |
         KW202-00051  |              muda mrefu |       3 |       3 |      14 |       0 |     0.6094 |   0.00039 |    0.000 |
         KW202-00052  |              kukumbusha |       1 |       1 |      18 |       0 |     0.4978 |   0.00050 |    0.000 |
         KW202-00053  |                nitarudi |       3 |       3 |      98 |       0 |    -1.7341 |   0.00273 |    0.000 |
         KW202-00054  |            gor umewaona |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00055  |         ngai woiye ngai |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00056  |                 in fact |       2 |       2 |      58 |       0 |    -0.6181 |   0.00162 |    0.000 |
         KW202-00057  |              mbili hivi |       4 |       4 |      41 |       0 |    -0.1439 |   0.00114 |    0.000 |
         KW202-00058  |               mke wangu |       2 |       2 |      29 |       0 |     0.1910 |   0.00081 |    0.000 |
         KW202-00059  |         kakakaa kakakaa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00060  |                 unanona |       1 |       1 |      24 |       0 |     0.3305 |   0.00067 |    0.000 |
         KW202-00061  |             nishamaliza |       1 |       1 |      38 |       0 |    -0.0601 |   0.00106 |    0.000 |
         KW202-00062  |                  robert |       1 |       0 |      69 |       1 |    -1.9249 |   0.00193 |    1.000 |
         KW202-00063  |                 station |       3 |       3 |      58 |       0 |    -0.6181 |   0.00162 |    0.000 |
         KW202-00064  |                  anaota |       1 |       0 |      29 |       1 |    -0.8090 |   0.00081 |    1.000 |
         KW202-00065  |             tulete fujo |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00066  |                  bahati |       8 |       8 |     184 |       0 |    -4.1341 |   0.00513 |    0.000 |
         KW202-00067  |               kumsaidia |       1 |       1 |      66 |       0 |    -0.8412 |   0.00184 |    0.000 |
         KW202-00068  |           papa jay live |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00069  |    kusema kwamba i am a |         |         |         |         |            |           |          |
         KW202-00070  |               nijipange |       1 |       1 |      69 |       0 |    -0.9249 |   0.00193 |    0.000 |
         KW202-00071  |               wanapeana |       1 |       0 |      54 |       1 |    -1.5065 |   0.00151 |    1.000 |
         KW202-00072  |                ametulia |       1 |       1 |      31 |       0 |     0.1352 |   0.00086 |    0.000 |
         KW202-00073  |                  anazaa |       1 |       1 |     128 |       0 |    -2.5709 |   0.00357 |    0.000 |
         KW202-00074  |             kabla uanze |       1 |       1 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00075  |               ina shida |       2 |       2 |      61 |       0 |    -0.7018 |   0.00170 |    0.000 |
         KW202-00076  |                 kibarua |       1 |       1 |      52 |       0 |    -0.4507 |   0.00145 |    0.000 |
         KW202-00077  |              namba yako |       2 |       2 |      38 |       0 |    -0.0601 |   0.00106 |    0.000 |
         KW202-00078  |               bei nafuu |       1 |       1 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
         KW202-00079  |         nikupatie namba |       2 |       1 |       3 |       1 |     0.4163 |   0.00008 |    0.500 |
         KW202-00080  |                 unamjua |       1 |       1 |      99 |       0 |    -1.7618 |   0.00276 |    0.000 |
         KW202-00081  |           usiweke sheng |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00082  |               suluhisho |       1 |       1 |      68 |       0 |    -0.8970 |   0.00190 |    0.000 |
         KW202-00083  |              wenga fans |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00084  |               ungetumia |       1 |       1 |      33 |       0 |     0.0794 |   0.00092 |    0.000 |
         KW202-00085  |                 umepata |       7 |       7 |     116 |       0 |    -2.2366 |   0.00324 |    0.000 |
         KW202-00086  |                   balaa |       1 |       1 |     206 |       0 |    -4.7469 |   0.00575 |    0.000 |
         KW202-00087  |               kinatokea |       1 |       1 |      19 |       0 |     0.4699 |   0.00053 |    0.000 |
         KW202-00088  |             katika njia |       1 |       1 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
         KW202-00089  |                 obvious |       2 |       2 |     113 |       0 |    -2.1525 |   0.00315 |    0.000 |
         KW202-00090  |                ukicheza |       1 |       1 |      48 |       0 |    -0.3391 |   0.00134 |    0.000 |
         KW202-00091  |                  chunga |       2 |       1 |     112 |       1 |    -2.6246 |   0.00312 |    0.500 |
         KW202-00092  |           nai bahatisha |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00093  |            nitakusaidia |       1 |       1 |      28 |       0 |     0.2189 |   0.00078 |    0.000 |
         KW202-00094  |             ulikuwa una |       1 |       1 |     152 |       0 |    -3.2404 |   0.00424 |    0.000 |
         KW202-00095  |           madawa health |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00096  |                wasiwasi |       2 |       2 |      36 |       0 |    -0.0043 |   0.00100 |    0.000 |
         KW202-00097  |                 wa pili |      15 |      15 |      56 |       0 |    -0.5629 |   0.00156 |    0.000 |
         KW202-00098  |                 i swear |       1 |       1 |      88 |       0 |    -1.4550 |   0.00246 |    0.000 |
         KW202-00099  |         anataka kuniona |       2 |       2 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00100  |             nikakutumia |       2 |       2 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00101  |                  fungua |       2 |       1 |     171 |       1 |    -4.2706 |   0.00477 |    0.500 |
         KW202-00102  |                   david |       3 |       2 |      69 |       1 |    -1.2584 |   0.00193 |    0.333 |
         KW202-00103  |                tufungue |       1 |       1 |      43 |       0 |    -0.1996 |   0.00120 |    0.000 |
         KW202-00104  |          d x wanasemaje |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00105  |                 kitaifa |       1 |       1 |      48 |       0 |    -0.3391 |   0.00134 |    0.000 |
         KW202-00106  |                  huruma |       1 |       1 |     154 |       0 |    -3.2962 |   0.00430 |    0.000 |
         KW202-00107  |           can i call it |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00108  |                 want to |       2 |       1 |      82 |       1 |    -1.7877 |   0.00229 |    0.500 |
         KW202-00109  |                   stage |      10 |       7 |     214 |       3 |    -5.2716 |   0.00597 |    0.300 |
         KW202-00110  |                 runinga |       1 |       1 |     148 |       0 |    -3.1288 |   0.00413 |    0.000 |
         KW202-00111  |                kumpigia |       2 |       2 |      74 |       0 |    -1.0645 |   0.00206 |    0.000 |
         KW202-00112  |                ukiongea |       1 |       1 |     144 |       0 |    -3.0172 |   0.00402 |    0.000 |
         KW202-00113  |                   bench |       1 |       1 |      66 |       0 |    -0.8412 |   0.00184 |    0.000 |
         KW202-00114  |           lazima niende |       1 |       1 |      28 |       0 |     0.2189 |   0.00078 |    0.000 |
         KW202-00115  |             miaka ngapi |       1 |       1 |      19 |       0 |     0.4699 |   0.00053 |    0.000 |
         KW202-00116  |      ananjaa hakukunywa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00117  |                  tukiwa |      10 |       9 |     188 |       1 |    -4.3460 |   0.00525 |    0.100 |
         KW202-00118  |                 ukilipa |       1 |       0 |      15 |       1 |    -0.4185 |   0.00042 |    1.000 |
         KW202-00119  |             yaliyo mema |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00120  |             angefikiria |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00121  |           nilitoa nduru |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00122  |                  maseno |       1 |       1 |      51 |       0 |    -0.4228 |   0.00142 |    0.000 |
         KW202-00123  |                 tumekaa |       4 |       4 |      68 |       0 |    -0.8972 |   0.00190 |    0.000 |
         KW202-00124  |          do not show up |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00125  |                   y d x |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00126  |              hatutaenda |       2 |       2 |      92 |       0 |    -1.5666 |   0.00257 |    0.000 |
         KW202-00127  |                   pombe |       3 |       3 |     133 |       0 |    -2.7106 |   0.00371 |    0.000 |
         KW202-00128  |             nikikungoja |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00129  |           anacall ahmed |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00130  |                nilirudi |       3 |       3 |      94 |       0 |    -1.6225 |   0.00262 |    0.000 |
         KW202-00131  |               atakosaje |       1 |       1 |      10 |       0 |     0.7210 |   0.00028 |    0.000 |
         KW202-00132  |               hawatoshi |       1 |       0 |       7 |       1 |    -0.1953 |   0.00020 |    1.000 |
         KW202-00133  |          nataka kuongea |       1 |       1 |      40 |       0 |    -0.1159 |   0.00112 |    0.000 |
         KW202-00134  |       nitakuwa nimefika |       5 |       5 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00135  |            wanaangaliwa |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00136  |              kam ucheki |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00137  |          hizo vitu zote |       2 |       2 |      12 |       0 |     0.6652 |   0.00033 |    0.000 |
         KW202-00138  |           itakaa itakaa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00139  |               nilifanya |       2 |       2 |     134 |       0 |    -2.7384 |   0.00374 |    0.000 |
         KW202-00140  |             am here for |       2 |       0 |       0 |       2 |     0.0000 |   0.00000 |    1.000 |
         KW202-00141  |               unaombewa |       1 |       0 |       2 |       1 |    -0.0558 |   0.00006 |    1.000 |
         KW202-00142  |            kuongea nami |       1 |       1 |      20 |       0 |     0.4421 |   0.00056 |    0.000 |
         KW202-00143  |                 githeri |       4 |       4 |     158 |       0 |    -3.4082 |   0.00441 |    0.000 |
         KW202-00144  |               niwahardy |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00145  |               nitafanya |       5 |       5 |     119 |       0 |    -2.3202 |   0.00332 |    0.000 |
         KW202-00146  |                nilipewa |       1 |       0 |     126 |       1 |    -3.5151 |   0.00352 |    1.000 |
         KW202-00147  |                 watumie |       1 |       1 |      88 |       0 |    -1.4550 |   0.00246 |    0.000 |
         KW202-00148  |                and then |       3 |       2 |     137 |       1 |    -3.1555 |   0.00382 |    0.333 |
         KW202-00149  |                  is too |       2 |       1 |     121 |       1 |    -2.8757 |   0.00338 |    0.500 |
         KW202-00150  |                  i mean |       2 |       1 |     200 |       1 |    -5.0796 |   0.00558 |    0.500 |
         KW202-00151  |               haikuangi |       1 |       1 |      23 |       0 |     0.3584 |   0.00064 |    0.000 |
         KW202-00152  |           mpoa akwambie |         |         |         |         |            |           |          |
         KW202-00153  |               kifo kifo |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00154  |             nimeshikana |       1 |       1 |      43 |       0 |    -0.1996 |   0.00120 |    0.000 |
         KW202-00155  |                 unaijua |       1 |       1 |     143 |       0 |    -2.9893 |   0.00399 |    0.000 |
         KW202-00156  |                 ulikula |       1 |       1 |     115 |       0 |    -2.2082 |   0.00321 |    0.000 |
         KW202-00157  |             nilishangaa |       1 |       1 |      33 |       0 |     0.0794 |   0.00092 |    0.000 |
         KW202-00158  |               mshanunua |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00159  |           tunaleta fujo |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00160  |               tukicheza |       1 |       1 |      42 |       0 |    -0.1717 |   0.00117 |    0.000 |
         KW202-00161  |            coin ukiweka |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00162  |                tunakula |       1 |       1 |      65 |       0 |    -0.8133 |   0.00181 |    0.000 |
         KW202-00163  |            bell ikiring |         |         |         |         |            |           |          |
         KW202-00164  |           madogo madogo |       2 |       2 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00165  |                 malaria |       1 |       0 |      80 |       1 |    -2.2318 |   0.00223 |    1.000 |
         KW202-00166  |               utatafuta |       1 |       1 |      49 |       0 |    -0.3670 |   0.00137 |    0.000 |
         KW202-00167  |           ilikuwa mbaya |       2 |       2 |      12 |       0 |     0.6652 |   0.00033 |    0.000 |
         KW202-00168  |             ukinitafuta |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00169  |              ako karibu |       4 |       4 |      29 |       0 |     0.1909 |   0.00081 |    0.000 |
         KW202-00170  |           nitakuja nazo |       5 |       4 |       6 |       1 |     0.6326 |   0.00017 |    0.200 |
         KW202-00171  |                 kutumia |       6 |       6 |     127 |       0 |    -2.5435 |   0.00354 |    0.000 |
         KW202-00172  |           wanaendeleaje |       2 |       1 |      48 |       1 |    -0.8391 |   0.00134 |    0.500 |
         KW202-00173  |         kinaweza saidia |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00174  |             kuna kijana |       2 |       2 |      18 |       0 |     0.4978 |   0.00050 |    0.000 |
         KW202-00175  |               kituo cha |       2 |       2 |      23 |       0 |     0.3583 |   0.00064 |    0.000 |
         KW202-00176  |                nitazima |       1 |       1 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00177  |               nikaongea |       1 |       1 |     101 |       0 |    -1.8176 |   0.00282 |    0.000 |
         KW202-00178  |            unaweza enda |       2 |       2 |      54 |       0 |    -0.5065 |   0.00151 |    0.000 |
         KW202-00179  |               tutafanya |      13 |      12 |      83 |       1 |    -1.3932 |   0.00232 |    0.077 |
         KW202-00180  |                  ripoti |       3 |       3 |      57 |       0 |    -0.5902 |   0.00159 |    0.000 |
         KW202-00181  |                   daudi |       2 |       2 |      95 |       0 |    -1.6503 |   0.00265 |    0.000 |
         KW202-00182  |                  tukuwe |       1 |       1 |     254 |       0 |    -6.0859 |   0.00709 |    0.000 |
         KW202-00183  |               rael rael |         |         |         |         |            |           |          |
         KW202-00184  |          marafiki zangu |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00185  |            atupe hekima |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00186  |                 imeweka |       1 |       0 |      36 |       1 |    -1.0043 |   0.00100 |    1.000 |
         KW202-00187  |              alimdirect |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00188  |             ken ken ken |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00189  |            kutoka kwako |       2 |       2 |      20 |       0 |     0.4420 |   0.00056 |    0.000 |
         KW202-00190  |                 akipiga |       1 |       1 |      30 |       0 |     0.1631 |   0.00084 |    0.000 |
         KW202-00191  |              only asked |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00192  |          buying centers |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00193  |                nikisema |       1 |       1 |      80 |       0 |    -1.2318 |   0.00223 |    0.000 |
         KW202-00194  |               themanini |       7 |       7 |      54 |       0 |    -0.5067 |   0.00151 |    0.000 |
         KW202-00195  |                  kakazi |       1 |       1 |      36 |       0 |    -0.0043 |   0.00100 |    0.000 |
         KW202-00196  |           an understate |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00197  |         that's a lot of |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00198  |              mahali uko |       3 |       3 |      85 |       0 |    -1.3714 |   0.00237 |    0.000 |
         KW202-00199  |                  mtungi |       2 |       2 |      78 |       0 |    -1.1761 |   0.00218 |    0.000 |
         KW202-00200  |      angaza itawezekana |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00201  |                 serious |       9 |       8 |     140 |       1 |    -3.0176 |   0.00391 |    0.111 |
         KW202-00202  |               hautaisha |       1 |       1 |       6 |       0 |     0.8326 |   0.00017 |    0.000 |
         KW202-00203  |                 atarudi |       6 |       6 |      77 |       0 |    -1.1484 |   0.00215 |    0.000 |
         KW202-00204  |                 kuuliza |       2 |       2 |     200 |       0 |    -4.5796 |   0.00558 |    0.000 |
         KW202-00205  |               alikuwako |       1 |       0 |     256 |       1 |    -7.1417 |   0.00714 |    1.000 |
         KW202-00206  |             anakasirika |       1 |       1 |      16 |       0 |     0.5536 |   0.00045 |    0.000 |
         KW202-00207  |             mama watoto |       1 |       1 |      22 |       0 |     0.3863 |   0.00061 |    0.000 |
         KW202-00208  |       utoto unakumaliza |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00209  |               walipitwa |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00210  |           at the end of |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00211  |               next week |       4 |       3 |     131 |       1 |    -2.9049 |   0.00366 |    0.250 |
         KW202-00212  |              nikupeleke |       1 |       1 |      49 |       0 |    -0.3670 |   0.00137 |    0.000 |
         KW202-00213  |         they first came |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00214  |               leo usiku |       2 |       2 |      66 |       0 |    -0.8413 |   0.00184 |    0.000 |
         KW202-00215  |                papa jay |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00216  |              sijachukua |       1 |       1 |      34 |       0 |     0.0515 |   0.00095 |    0.000 |
         KW202-00217  |                   mpate |       1 |       1 |     152 |       0 |    -3.2404 |   0.00424 |    0.000 |
         KW202-00218  |                  mwanzo |       4 |       3 |     146 |       1 |    -3.3234 |   0.00407 |    0.250 |
         KW202-00219  |            haiwezi isha |       1 |       1 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
         KW202-00220  |                   asked |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00221  |             inaitwa aje |       3 |       3 |      36 |       0 |    -0.0044 |   0.00100 |    0.000 |
         KW202-00222  |                yatakuwa |       3 |       3 |      94 |       0 |    -1.6225 |   0.00262 |    0.000 |
         KW202-00223  |                 amebeba |       1 |       1 |      50 |       0 |    -0.3949 |   0.00140 |    0.000 |
         KW202-00224  |             wakiniuliza |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00225  |             fanya bidii |         |         |         |         |            |           |          |
         KW202-00226  |               nchi yetu |       3 |       2 |      37 |       1 |    -0.3656 |   0.00103 |    0.333 |
         KW202-00227  |           pelekwa coast |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00228  |                mwengine |       5 |       4 |     211 |       1 |    -5.0870 |   0.00589 |    0.200 |
         KW202-00229  |               tunaonana |       1 |       1 |     105 |       0 |    -1.9292 |   0.00293 |    0.000 |
         KW202-00230  |                umezeeka |       1 |       1 |      49 |       0 |    -0.3670 |   0.00137 |    0.000 |
         KW202-00231  |               nakupikia |       1 |       1 |     116 |       0 |    -2.2361 |   0.00324 |    0.000 |
         KW202-00232  |            haitafanyika |       1 |       0 |       6 |       1 |    -0.1674 |   0.00017 |    1.000 |
         KW202-00233  |              were alert |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00234  |           online kumake |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00235  |                umekawia |       1 |       1 |      36 |       0 |    -0.0043 |   0.00100 |    0.000 |
         KW202-00236  |          pahali mnaenda |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00237  |               boyfriend |       1 |       1 |      18 |       0 |     0.4978 |   0.00050 |    0.000 |
         KW202-00238  |               nifanyiwe |       1 |       1 |      31 |       0 |     0.1352 |   0.00086 |    0.000 |
         KW202-00239  |                wamesoma |       1 |       1 |      56 |       0 |    -0.5623 |   0.00156 |    0.000 |
         KW202-00240  |              at the end |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00241  |                   letea |       1 |       1 |     104 |       0 |    -1.9013 |   0.00290 |    0.000 |
         KW202-00242  |                    ward |       1 |       1 |     383 |       0 |    -9.6847 |   0.01069 |    0.000 |
         KW202-00243  |                nikiweka |       1 |       1 |      64 |       0 |    -0.7854 |   0.00179 |    0.000 |
         KW202-00244  |                 biriani |       1 |       1 |      47 |       0 |    -0.3112 |   0.00131 |    0.000 |
         KW202-00245  |                  turuke |       1 |       1 |      39 |       0 |    -0.0880 |   0.00109 |    0.000 |
         KW202-00246  |      kufuja mali kupora |         |         |         |         |            |           |          |
         KW202-00247  |                 wapatie |       1 |       0 |      94 |       1 |    -2.6224 |   0.00262 |    1.000 |
         KW202-00248  |             ngumu kiasi |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00249  |                nilienda |      11 |      11 |     156 |       0 |    -3.3532 |   0.00435 |    0.000 |
         KW202-00250  |                  niweke |       1 |       1 |     141 |       0 |    -2.9335 |   0.00393 |    0.000 |
         KW202-00251  |             jesse aamke |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00252  |         shambani nalima |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
