|  Performance Summary Over and Ensemble of Subsets  |
|               Key               |      Value       |
|---------------------------------+------------------+
|                    System Title |               NA |
|                     Decision ID |       Occurrence |
|                       TotTrials |            35843 |
|      IncludeBlocksWithNoTargets |                0 |
|                 TrialsPerSecond |                1 |
|                          TotDur |       35842.9925 |
|                            BETA |            999.9 |
|                           Value |                1 |
|                           Ptarg |           0.0001 |
|                            Cost |           0.1000 |


                      |        MetaData         |                               Occurrence                               |
                      |          Text           |  #Targ  |  #Corr  |  #FA  |  #Miss  |    TWV    |    PFA    |  PMISS   |
         KW202-00015  |                   eliza |       1 |       0 |     3 |       1 |   -0.0837 |   0.00008 |    1.000 |
         KW202-00016  |               tuongezee |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00017  |    as a that ngoja that |         |         |       |         |           |           |          |
         KW202-00018  |             not show up |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00019  |            x wanasemaje |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00020  |                  shosho |       2 |       2 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00021  |              aliteremka |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00022  |                 rachael |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00023  |              inaniambia |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00024  |       ulimcall akashika |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00025  |                umetumia |         |         |       |         |           |           |          |
         KW202-00026  |                  umeona |       4 |       1 |     7 |       3 |    0.0547 |   0.00020 |    0.750 |
         KW202-00027  |        henry unakuwanga |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00028  |               tusaidiwe |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00029  |                 tumboga |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00030  |              atamtendea |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00031  |                   tabia |      11 |       6 |     1 |       5 |    0.5175 |   0.00003 |    0.455 |
         KW202-00032  |                sitarudi |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00033  |              amenipigia |       6 |       5 |     2 |       1 |    0.7775 |   0.00006 |    0.167 |
         KW202-00034  |                 ilipita |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00035  |        pack hawakukupea |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00036  |                   aunty |      11 |       1 |     1 |      10 |    0.0630 |   0.00003 |    0.909 |
         KW202-00037  |                 mnapata |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00038  |              umefikisha |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00039  |                naivasha |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00040  |             eager kukam |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00041  |                 haukula |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00042  |                  pastor |       1 |       0 |     2 |       1 |   -0.0558 |   0.00006 |    1.000 |
         KW202-00043  |               kunigonga |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00044  |          hataki kusikia |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00045  |                  eunice |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00046  |              ulipe rent |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00047  |                  rohoni |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00048  |       kosa kuleta faida |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00049  |         tutaonana jioni |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00050  |                 wakenya |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00051  |              muda mrefu |       3 |       2 |     0 |       1 |    0.6667 |   0.00000 |    0.333 |
         KW202-00052  |              kukumbusha |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00053  |                nitarudi |       3 |       2 |     4 |       1 |    0.5551 |   0.00011 |    0.333 |
         KW202-00054  |            gor umewaona |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00055  |         ngai woiye ngai |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00056  |                 in fact |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00057  |              mbili hivi |       4 |       2 |     0 |       2 |    0.5000 |   0.00000 |    0.500 |
         KW202-00058  |               mke wangu |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00059  |         kakakaa kakakaa |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00060  |                 unanona |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00061  |             nishamaliza |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00062  |                  robert |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00063  |                 station |       3 |       0 |     0 |       3 |    0.0000 |   0.00000 |    1.000 |
         KW202-00064  |                  anaota |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00065  |             tulete fujo |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00066  |                  bahati |       8 |       2 |     1 |       6 |    0.2221 |   0.00003 |    0.750 |
         KW202-00067  |               kumsaidia |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00068  |           papa jay live |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00069  |    kusema kwamba i am a |         |         |       |         |           |           |          |
         KW202-00070  |               nijipange |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00071  |               wanapeana |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00072  |                ametulia |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00073  |                  anazaa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00074  |             kabla uanze |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00075  |               ina shida |       2 |       1 |     2 |       1 |    0.4442 |   0.00006 |    0.500 |
         KW202-00076  |                 kibarua |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00077  |              namba yako |       2 |       2 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00078  |               bei nafuu |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00079  |         nikupatie namba |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00080  |                 unamjua |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00081  |           usiweke sheng |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00082  |               suluhisho |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00083  |              wenga fans |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00084  |               ungetumia |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00085  |                 umepata |       7 |       5 |     5 |       2 |    0.5748 |   0.00014 |    0.286 |
         KW202-00086  |                   balaa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00087  |               kinatokea |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00088  |             katika njia |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00089  |                 obvious |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00090  |                ukicheza |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00091  |                  chunga |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00092  |           nai bahatisha |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00093  |            nitakusaidia |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00094  |             ulikuwa una |       1 |       0 |     2 |       1 |   -0.0558 |   0.00006 |    1.000 |
         KW202-00095  |           madawa health |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00096  |                wasiwasi |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00097  |                 wa pili |      15 |      10 |     1 |       5 |    0.6388 |   0.00003 |    0.333 |
         KW202-00098  |                 i swear |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00099  |         anataka kuniona |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00100  |             nikakutumia |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00101  |                  fungua |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00102  |                   david |       3 |       2 |     0 |       1 |    0.6667 |   0.00000 |    0.333 |
         KW202-00103  |                tufungue |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00104  |          d x wanasemaje |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00105  |                 kitaifa |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00106  |                  huruma |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00107  |           can i call it |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00108  |                 want to |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00109  |                   stage |      10 |       3 |     1 |       7 |    0.2721 |   0.00003 |    0.700 |
         KW202-00110  |                 runinga |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00111  |                kumpigia |       2 |       0 |     1 |       2 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00112  |                ukiongea |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00113  |                   bench |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00114  |           lazima niende |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00115  |             miaka ngapi |       1 |       1 |     4 |       0 |    0.8884 |   0.00011 |    0.000 |
         KW202-00116  |      ananjaa hakukunywa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00117  |                  tukiwa |      10 |       3 |     2 |       7 |    0.2442 |   0.00006 |    0.700 |
         KW202-00118  |                 ukilipa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00119  |             yaliyo mema |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00120  |             angefikiria |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00121  |           nilitoa nduru |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00122  |                  maseno |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00123  |                 tumekaa |       4 |       3 |     1 |       1 |    0.7221 |   0.00003 |    0.250 |
         KW202-00124  |          do not show up |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00125  |                   y d x |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00126  |              hatutaenda |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00127  |                   pombe |       3 |       3 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00128  |             nikikungoja |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00129  |           anacall ahmed |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00130  |                nilirudi |       3 |       3 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00131  |               atakosaje |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00132  |               hawatoshi |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00133  |          nataka kuongea |       1 |       0 |     3 |       1 |   -0.0837 |   0.00008 |    1.000 |
         KW202-00134  |       nitakuwa nimefika |       5 |       5 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00135  |            wanaangaliwa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00136  |              kam ucheki |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00137  |          hizo vitu zote |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00138  |           itakaa itakaa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00139  |               nilifanya |       2 |       2 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00140  |             am here for |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00141  |               unaombewa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00142  |            kuongea nami |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00143  |                 githeri |       4 |       2 |     0 |       2 |    0.5000 |   0.00000 |    0.500 |
         KW202-00144  |               niwahardy |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00145  |               nitafanya |       5 |       3 |     5 |       2 |    0.4605 |   0.00014 |    0.400 |
         KW202-00146  |                nilipewa |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00147  |                 watumie |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00148  |                and then |       3 |       0 |     0 |       3 |    0.0000 |   0.00000 |    1.000 |
         KW202-00149  |                  is too |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00150  |                  i mean |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00151  |               haikuangi |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00152  |           mpoa akwambie |         |         |       |         |           |           |          |
         KW202-00153  |               kifo kifo |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00154  |             nimeshikana |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00155  |                 unaijua |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00156  |                 ulikula |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00157  |             nilishangaa |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00158  |               mshanunua |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00159  |           tunaleta fujo |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00160  |               tukicheza |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00161  |            coin ukiweka |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00162  |                tunakula |       1 |       0 |     1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00163  |            bell ikiring |         |         |       |         |           |           |          |
         KW202-00164  |           madogo madogo |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00165  |                 malaria |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00166  |               utatafuta |       1 |       1 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00167  |           ilikuwa mbaya |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00168  |             ukinitafuta |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00169  |              ako karibu |       4 |       3 |     1 |       1 |    0.7221 |   0.00003 |    0.250 |
         KW202-00170  |           nitakuja nazo |       5 |       1 |     0 |       4 |    0.2000 |   0.00000 |    0.800 |
         KW202-00171  |                 kutumia |       6 |       2 |     2 |       4 |    0.2775 |   0.00006 |    0.667 |
         KW202-00172  |           wanaendeleaje |       2 |       1 |     2 |       1 |    0.4442 |   0.00006 |    0.500 |
         KW202-00173  |         kinaweza saidia |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00174  |             kuna kijana |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00175  |               kituo cha |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00176  |                nitazima |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00177  |               nikaongea |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00178  |            unaweza enda |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00179  |               tutafanya |      13 |      10 |     4 |       3 |    0.6576 |   0.00011 |    0.231 |
         KW202-00180  |                  ripoti |       3 |       3 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00181  |                   daudi |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00182  |                  tukuwe |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00183  |               rael rael |         |         |       |         |           |           |          |
         KW202-00184  |          marafiki zangu |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00185  |            atupe hekima |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00186  |                 imeweka |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00187  |              alimdirect |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00188  |             ken ken ken |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00189  |            kutoka kwako |       2 |       2 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00190  |                 akipiga |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00191  |              only asked |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00192  |          buying centers |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00193  |                nikisema |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00194  |               themanini |       7 |       6 |     1 |       1 |    0.8292 |   0.00003 |    0.143 |
         KW202-00195  |                  kakazi |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00196  |           an understate |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00197  |         that's a lot of |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00198  |              mahali uko |       3 |       0 |     0 |       3 |    0.0000 |   0.00000 |    1.000 |
         KW202-00199  |                  mtungi |       2 |       0 |     0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00200  |      angaza itawezekana |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00201  |                 serious |       9 |       7 |     6 |       2 |    0.6104 |   0.00017 |    0.222 |
         KW202-00202  |               hautaisha |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00203  |                 atarudi |       6 |       5 |     0 |       1 |    0.8333 |   0.00000 |    0.167 |
         KW202-00204  |                 kuuliza |       2 |       2 |    10 |       0 |    0.7210 |   0.00028 |    0.000 |
         KW202-00205  |               alikuwako |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00206  |             anakasirika |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00207  |             mama watoto |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00208  |       utoto unakumaliza |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00209  |               walipitwa |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00210  |           at the end of |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00211  |               next week |       4 |       2 |     0 |       2 |    0.5000 |   0.00000 |    0.500 |
         KW202-00212  |              nikupeleke |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00213  |         they first came |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00214  |               leo usiku |       2 |       1 |     0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00215  |                papa jay |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00216  |              sijachukua |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00217  |                   mpate |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00218  |                  mwanzo |       4 |       1 |     3 |       3 |    0.1663 |   0.00008 |    0.750 |
         KW202-00219  |            haiwezi isha |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00220  |                   asked |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00221  |             inaitwa aje |       3 |       0 |     1 |       3 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00222  |                yatakuwa |       3 |       0 |     0 |       3 |    0.0000 |   0.00000 |    1.000 |
         KW202-00223  |                 amebeba |       1 |       1 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00224  |             wakiniuliza |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00225  |             fanya bidii |         |         |       |         |           |           |          |
         KW202-00226  |               nchi yetu |       3 |       1 |     0 |       2 |    0.3333 |   0.00000 |    0.667 |
         KW202-00227  |           pelekwa coast |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00228  |                mwengine |       5 |       0 |     0 |       5 |    0.0000 |   0.00000 |    1.000 |
         KW202-00229  |               tunaonana |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00230  |                umezeeka |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00231  |               nakupikia |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00232  |            haitafanyika |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00233  |              were alert |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00234  |           online kumake |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00235  |                umekawia |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00236  |          pahali mnaenda |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00237  |               boyfriend |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00238  |               nifanyiwe |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00239  |                wamesoma |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00240  |              at the end |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00241  |                   letea |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00242  |                    ward |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00243  |                nikiweka |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00244  |                 biriani |       1 |       1 |     1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00245  |                  turuke |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00246  |      kufuja mali kupora |         |         |       |         |           |           |          |
         KW202-00247  |                 wapatie |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00248  |             ngumu kiasi |       1 |       1 |     0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00249  |                nilienda |      11 |       9 |     9 |       2 |    0.5670 |   0.00025 |    0.182 |
         KW202-00250  |                  niweke |       1 |       1 |     2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00251  |             jesse aamke |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00252  |         shambani nalima |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00253  |                    lenu |       1 |       0 |     0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00254  |               simu yako |       6 |       4 |     0 |       2 |    0.6667 |   0.00000 |    0.333 |
